corporation_id,corporation_code,display_name,expansion_code,old_logo_path,old_object_status,new_object_name,new_background
092d41f6-a717-4a61-8a59-fde6fb8a3163,community:mars-coalition,Mars Coalition,community,Mars_Coalition.png,object-present,corporation-logo-cd3615063d9f4ba8261b2da095833bc6a704931c36c93990be80ffcdfa03af8f.png,white
a7b8ef46-5126-47c1-9141-306116783d6a,community:midas,Midas,community,Midas.png,object-present,corporation-logo-91cb3bfcf1dbda1b2b5c3dfb24e382a4b8ce6c82a0cba51ea59246bad75abf2d.png,black
e95cf2ba-558a-4a72-9669-e3bec7d6a73c,community:playwrights,Playwrights,community,Playwrights.png,object-present,corporation-logo-ad0d4bde6451e9bc7220f39cbb9190df9e8b8748c28814ebb5031b5f06cd0dbf.png,white
33d192ae-f5bd-44ed-af0d-e5df1d5e2a5a,community:project-10,Project 10,community,Project_10.png,object-present,corporation-logo-e16d2d23fb2307786d69908dd814578b1a46e5f5a806be0c2c317736902d195f.png,white
a8c8b232-5eee-4b41-9d60-41e4313c5429,community:project-workshop,Project Workshop,community,Project_Workshop.png,object-present,corporation-logo-a850ff142c5c5c9a7b8ef4e1b9e1a5e4d41e63c70c9b2316de5fe4a76d4e4dc6.png,orange
c85c69b8-0117-4fec-8266-23ee4bc4ebec,community:secret-santa-society,Secret Santa Society,community,Secret_Santa_Society.png,object-present,corporation-logo-4e3ad8e20c1328587c1f93166233dd6b2d4ae7acc84c27396f9782036518a2c4.png,white
8855cf66-5eef-4f7e-b668-5a260aea08aa,community:spaceways,Spaceways,community,Spaceways.png,object-present,corporation-logo-f33ecb4d4e25b6300d87786e3291931dbf5d1a7d889c68400f8b84fcdb09ce0c.png,white
24295cfa-0f8b-4ff8-b253-97a8d7741cfc,community:tempest-inc,Tempest Inc,community,Tempest_Inc.png,object-present,corporation-logo-cac5d7adcdb770160bcaea7849c456d9695ce34659bb7b1819d394f68a722d5e.png,white
a70b296f-fd08-485b-8577-18313ebef42b,community:united-nations-mission-one,United Nations Mission One,community,United_Nations_Mission_One.png,object-present,corporation-logo-645750c78342d537c73e434f6676835ecb0b9c229f35301e81a1cefe8a88170c.png,white
11c73ff5-b595-4803-8ada-33936a620ef7,corporate_era:saturn-systems,Saturn Systems,corporate_era,Saturn Systems.png,object-present,corporation-logo-9d35cd99dbcbfa373f7ef57a91db1dfb1a7193c612d2db9e091f15e46a103962.png,black
fd8bd673-d6d8-4fd6-a670-9ab8b0ad1fd8,corporate_era:teractor,Teractor,corporate_era,Teractor.png,object-present,corporation-logo-7feb91f864d4724333c0a426af15a731bae7fba647e30f3117140448dcd89b37.png,white
85c55502-e774-4489-9211-1ca91453210e,moon:crescent-research-association,Crescent Research Association,moon,Crescent_Research_Association.png,object-present,corporation-logo-093747cf746ea3cf220bf3be010949abffb3e22f6a094b390cba27e75fdc905c.png,black
fad640b9-464a-4bdd-a3b0-cb78b791cea0,moon:intragen-sanctuary-headquarters,Intragen Sanctuary Headquarters,moon,Intragen_Sanctuary_Headquarters.png,object-present,corporation-logo-1807c843a966cff672bc314165cdfdf793a1fe24502e825661d47e15d22d3783.png,white
35220583-d13f-4b2e-878b-b3a88340cfaf,moon:luna-first-incorporated,Luna First Incorporated,moon,Luna_First_Incorporated.png,object-present,corporation-logo-7ae69227108c5ab35f675e5265d1955bcafb5291e96c98b21b900b244305ce48.png,black
c13cd55d-90d4-4b83-8f42-e296b6a142be,moon:luna-hyperloop-corporation,Luna Hyperloop Corporation,moon,Luna_Hyperloop_Corporation.png,object-present,corporation-logo-ce0fb785b0a89a66df24563b4e61b82026048e03cda5f6efafcf8fcf37f9d9a8.png,black
e5de9cb6-e0a1-4cc7-a993-602256f562d9,moon:luna-trade-federation,Luna Trade Federation,moon,Luna_Trade_Federation.png,object-present,corporation-logo-b0291f2afe5b217e03933ab11c06e2419a7acec9884adc142aa0ed82e94bc1ca.png,white
f7e4cb55-3971-48f9-b6a8-8f4b534e2ed0,moon:nanotech-industries,Nanotech Industries,moon,Nanotech_Industries.png,object-present,corporation-logo-14d5d1e2cf977a054d6d10fe41659d522692c21c06bcaf3362681b66b4dc88a9.png,black
29f542df-2ccd-4503-bc9f-f5fceb95fce1,moon:tempest-consultancy,Tempest Consultancy,moon,Tempest_Consultancy.png,object-present,corporation-logo-28c86a9178190725af2dc5f1bdf0bf03e790c336000315b55c13aac1c48d5612.png,black
0190f351-b4fb-4393-ae74-0acb959837e7,moon:the-archaic-foundation-institute,The Archaic Foundation Institute,moon,The_Archaic_Foundation_Institute.png,object-present,corporation-logo-722b08c3fcbf5ed7247b3a7cfeebbf2d68146d7a6b0dc8c3defeaedb48d48bff.png,black
c2557f0e-dc4b-4d38-abf9-a919775cae8d,moon:the-darkside-of-the-moon-syndicate,The Darkside of The Moon Syndicate,moon,The_Darkside_Of_The_Moon_Syndicate.png,object-present,corporation-logo-2c266baa3e10d50ceeca76cd36c371df73cad54cf5a76ecf52a0adc314cc0f48.png,orange
b658e7b4-c53b-458a-9951-a8f4318e7975,moon:the-grand-luna-capital-group,The Grand Luna Capital Group,moon,The_Grand_Luna_Capital_Group.png,object-present,corporation-logo-4c06115cdf74aed14f7a8a04503203d1c72bf3ed689306903dd8e0da109faedb.png,black
988153ad-7fc1-4cf4-8460-a461e6259225,pathfinders:adhai-high-orbit-constructions,Adhai High Orbit Constructions,pathfinders,Adhai_High_Orbit_Constructions.png,object-present,corporation-logo-c9735480add1a7ad7681d781755abd59115b05863094b4cb0a7d246909489d81.png,black
dd949def-0dda-47fe-a2c2-479a9970feb8,pathfinders:ambient,Ambient,pathfinders,Ambient_Terraforming_Solutions_For_a_Breathable_Future.png,object-present,corporation-logo-8c208c48fa3e142ba6dfee04f59678b7c29af79fe04c281f103afc5a366d32dd.png,white
a9d8eb92-a6ab-4e15-a342-144b21ded687,pathfinders:aurorai,Aurorai,pathfinders,Auror_AI.png,object-present,corporation-logo-beab74f9ca515a877f1a196bb8f28dee49efdcb1ba61c92cfe2e8b67f22565b8.png,white
8bf32cba-b439-45a4-a078-fa0e0831c48c,pathfinders:bio-sol,Bio-Sol,pathfinders,Bio-Sol.png,object-present,corporation-logo-8026b23454e80fbd965fee02e3d50c65a5e44f33bda0eefb0c1873f04e7de63d.png,black
3b566cf2-7377-4d48-9dcd-a8c30a12776d,pathfinders:chimera,Chimera,pathfinders,Chimera.png,object-present,corporation-logo-1004123448eab34121f16c5c04789fe37af7e4d1855aa3b2d660f440ef9ef627.png,white
b0bbff4e-3142-44e8-9a48-220e83823dbb,pathfinders:collegium-copernicus,Collegium Copernicus,pathfinders,Collegium_Copernicus.png,object-present,corporation-logo-122f26fc75024572642aaf97a3221c1619cc729b61ecb57ea777701925bcb850.png,white
506b1402-05ed-4579-99a0-7c796b22853d,pathfinders:gagarin-mobile-base,Gagarin Mobile Base,pathfinders,Gagarian_Mobile_Base.png,object-present,corporation-logo-b2a3393d5111a43b30e87bcb3229a4c258b27fca81ab1c068f0f97ff5e71de04.png,orange
7ff32a8b-0fe4-4f53-8e28-6ee7eea756e4,pathfinders:habitat-marte,Habitat Marte,pathfinders,Habitat_Marte.png,object-present,corporation-logo-926166d98eb05f8e5a68118b7e28d05020c284055a1d5cac25152f367c41cf53.png,white
80418b21-48c4-45e0-8587-fd88bbba986e,pathfinders:mars-direct,Mars Direct,pathfinders,Mars_Direct.png,object-present,corporation-logo-a8c3129c70353661a74942279fb683dffd19de7d94126ab9aaf2abfb24263423.png,orange
544e0f57-9ccc-4ffb-85af-1fab531fc0de,pathfinders:mars-maths,Mars Maths,pathfinders,Mars_Maths.png,object-present,corporation-logo-f122ec56794998d416acd8e02732bb81734e00e4be74533fe66fbf1731df4602.png,white
a4c475b4-2653-4d7b-8c88-23f2040441fe,pathfinders:martian-insurance-group,Martian Insurance Group,pathfinders,Martian_Insurance_Group.png,object-present,corporation-logo-3642216b51a57a2645056872a36668debd3c4f4d21300dca86cdda23b98a0378.png,black
86441854-cd83-455d-9ea1-ac8d2b2385d7,pathfinders:mind-set-mars,Mind Set Mars,pathfinders,Mind_Set_Mars.png,object-present,corporation-logo-8752f5fd2304718fca14dae1e62ad2702d2a4e25edfcf7ce83a67ae47c1150d7.png,black
1cc5cba0-dcf3-40ec-8583-8745b8097f40,pathfinders:odyssey,Odyssey,pathfinders,Odyssey.png,object-present,corporation-logo-95760a71ef0cf060ded725fcd302ddfcdeb38f7f0e2cd0d30fbacf75bdb4fd24.png,black
aba37e17-2cd1-4efe-a94c-e2d46c0b73b6,pathfinders:polaris,Polaris,pathfinders,Polaris_Terraforming_Solutions_Guiding_Humanity's_Next_Frontier.png,object-present,corporation-logo-ca00fc68c564a02be37dde59aac7612db4d425afc84580826902a0bffbcbdbc3.png,black
748beb9f-10ad-4bc4-8e0c-a0704c8ac3cb,pathfinders:ringcom,Ringcom,pathfinders,Ringcom_Terraforming_Solutions_Connecting_a_New_World.png,object-present,corporation-logo-3816cbc197b0687bca27858bd62773c8c37904847cb6d139571ab9ce4460b07a.png,black
5129cd40-5226-4656-ae1b-5c3377c3e651,pathfinders:robin-haulings,Robin Haulings,pathfinders,Robin_Hauling.png,object-present,corporation-logo-a07c584b4a610b5637301e9cad66536dadcbe870811a1e8151b287e540e82dc7.png,black
d3ff508f-6137-492b-978b-72b5b0de19fe,pathfinders:solbank,SolBank,pathfinders,SolBank.png,object-present,corporation-logo-bd3f5fddcd92653b1022dabbe60573c2e86b7370535b30bf696075ea38ec55d6.png,black
bb19659d-9bad-4d7b-8422-5723299f4399,pathfinders:soylent-seedling-systems,Soylent Seedling Systems,pathfinders,Soylent_Seedling_Systems.png,object-present,corporation-logo-ff92a27a00fabfc536b3aec58466602b24a66955c8646da608d73a55884c096c.png,white
25a36d02-91ac-4f24-a2f0-ea37ad404429,pathfinders:steelaris,Steelaris,pathfinders,Steelaris_Forging_a_Future_in_Steel_Building_Tomorrow_On_Mars.png,object-present,corporation-logo-83e9bdbc066926c97b481be11db06826a41c9cea891130c1a981657a9640680a.png,orange
ab9fdd17-384e-4377-9c5f-425232f6358a,prelude_2:ecotec,EcoTec,prelude_2,EcoTec.png,object-present,corporation-logo-174770e7909764b664b8f971587d959e9aa9a47aab5187d98c417ff05a531596.png,black
8d530ac0-f4dc-4408-af95-7a93435c7c41,prelude_2:kuiper-cooperative,Kuiper Cooperative,prelude_2,Kuiper Cooperative.png,object-present,corporation-logo-0be2716a8957def16f62776051846b267e8c07d5d0df698b4b7c8bb52d45437d.png,white
73a4406f-f1b6-4794-a370-c9f15d135e82,prelude_2:nirgal-enterprises,Nirgal Enterprises,prelude_2,Nirgal_Enterprises.png,object-present,corporation-logo-8de3d5c1563709b2180101717e8dcf35d0d2618e44d1e593c5f62a2c420dfb3d.png,white
6c0c4481-89d7-4105-9495-a7d0ff060cb8,prelude_2:palladin-shipping,Palladin Shipping,prelude_2,Palladin_Shipping.png,object-present,corporation-logo-55b65f046458cf9b64d9fa17ccc9cebf073e94a65b5c1c029a7e453f68dff44e.png,white
21add017-e4b2-4aa2-9acc-254ecd2d1249,prelude_2:sagitta-frontier-services,Sagitta Frontier Services,prelude_2,Sagitta_Frontier_Services.png,object-present,corporation-logo-3a30a0b317dd5f0d6736f5d40f21f4de2082a526d2bd096981700391e265cb60.png,black
65c3688c-1b01-4c17-a173-946e89d7469a,prelude_2:spire,Spire,prelude_2,Spire.png,object-present,corporation-logo-4e187f25db2d17a3c95964614d632cdd3964cd51c2b918f0487e190db66dda56.png,black
516cf109-58d9-443f-a5fb-cda4aa8048ca,prelude_2:tycho-magnetics,Tycho Magnetics,prelude_2,Tycho Magnetics.png,object-present,corporation-logo-645f72d2b94a7b983b41c4f02713af6cea9690138b5dc83ed4483927bd482f09.png,white
256450fb-36d8-4145-81ed-9e48d857f005,prelude:cheung-shing-mars,Cheung Shing MARS,prelude,Cheung_Shing_Mars.png,object-present,corporation-logo-e91ff72b16cbd9bee8808477fa00b375061b86e7eaf94af0db8b71a882a506b1.png,white
2c2bec53-7888-4fb2-9407-8e9f165e10dd,prelude:point-luna,Point Luna,prelude,Point Luna.png,object-present,corporation-logo-c1ef8aab1384feb7643fca8b8055b3d175df1a5ae34347abdb0ac5700a640a23.png,white
6fb68e2f-e36a-423e-8f05-33c499331b91,prelude:robinson-industries,Robinson Industries,prelude,Robinson_Industries.png,object-present,corporation-logo-1117a054a416013472e982751d1b15b35b7780338950f3a103d49555e936a228.png,orange
9fc39439-149c-4b31-ab11-6347b4db02eb,prelude:valley-trust,Valley Trust,prelude,Valley_Trust.png,object-present,corporation-logo-35e8a44cf63c746a3345280cd2d0877eb424c194e98dc8d230e8d09d6dab831c.png,white
b62cd891-a9b8-4cc7-a74c-11848cee27bc,prelude:vitor,Vitor,prelude,Vitor.png,object-present,corporation-logo-b34dcd6611174f47f19ac9800704e65d8ac998658c9c351b09fc335c01fe7e45.png,orange
69b1f1f8-291b-4d6d-a837-153ac6638e85,promo:arcadian-communities,Arcadian Communities,promo,Arcadian Communities.png,object-present,corporation-logo-aef8848555dda7df578fb40255ef73a3e896ee95d11974dfa7eebbf5f24bf318.png,white
7e13fc83-1964-4ece-a192-43d53f324bb8,promo:astrodrill,AstroDrill,promo,Astrol Drill.png,object-present,corporation-logo-a53e03469ef6fbfe39eb67db9fcf228b4ca4d5bd59caf989788582f9a207c3ee.png,white
e38f1e48-4391-4bdd-a3ee-c5ad7c5e1232,promo:factorum,Factorum,promo,Factorum.png,object-present,corporation-logo-bffceac3fa291702450fcccaf5d71f25307570255d775a2f13bc6476b4e01e2d.png,white
65a41527-15d4-4483-b0a8-cd21a74ce694,promo:kuiper-cooperative,Kuiper Cooperative,promo,Kuiper Cooperative.png,object-present,corporation-logo-0be2716a8957def16f62776051846b267e8c07d5d0df698b4b7c8bb52d45437d.png,white
5270b25a-0fa8-4b72-ad0d-7d5bd90fa08e,promo:mons-insurance,Mons Insurance,promo,Mons Insurance.png,object-present,corporation-logo-5a471491a4cf86a644b7426934d3cea716c0300407f7de3a7e7f03d7b7b7d09a.png,orange
ec9f5c0b-a82f-4b6f-b442-5e2030b27a13,promo:pharmacy-union,Pharmacy Union,promo,Pharmacy Union.png,object-present,corporation-logo-dc46360f38f6e4e1ee5b05caa254027b431a75824ef547fe729fb2275f4309ec.png,black
b8496f72-b226-4327-ae8e-4cf07d36f9e5,promo:philares,Philares,promo,Philares.png,object-present,corporation-logo-bd58849d5539d7c804665090d605d4b81574e7e3a6f3168091f86ed8038f08c3.png,black
5456e7c9-016a-48a5-b985-c016f1e41721,promo:poldertech-dutch,PolderTECH Dutch,promo,PolderTech.png,object-present,corporation-logo-86ba2dc3db655b826ed545a7ee6d1dc5479bc5f645a6c0f6d769313e15db6de8.png,white
4ac52903-ca28-4c00-8476-4c613326299d,promo:recyclon,Recyclon,promo,Recyclon.png,object-present,corporation-logo-29e20be3d7cb8d2e6272ffffbe04b9aa61cd40ec0d10e64de5232858455cf80c.png,black
cf21f203-9acb-45ee-a373-006f929007f4,promo:splice,Splice,promo,Splice.png,object-present,corporation-logo-dcbf6c4276269c37aabf8f7b12ce27d92304b606be185c5900482d3235c5d3a0.png,white
468a69c8-a6cf-42cf-8d98-4b8bea1bd63b,promo:tycho-magnetics,Tycho Magnetics,promo,Tycho Magnetics.png,object-present,corporation-logo-645f72d2b94a7b983b41c4f02713af6cea9690138b5dc83ed4483927bd482f09.png,white
bbd4289c-05a3-4b41-8c96-0cd630d380ec,turmoil:lakefront-resorts,Lakefront Resorts,turmoil,Lakefront_Resorts.png,object-present,corporation-logo-4ca37d58ddf8efccc72d7d311c03c8fac14fb382c1eea70f9fe6da5606f043b4.png,black
8a5475f9-6612-44b3-bfb0-454ff77c5bb7,turmoil:pristar,Pristar,turmoil,Pristar.png,object-present,corporation-logo-948d9404446dfff1785385cb62b71af23b3fd2198dc5763dd808b2daaec87816.png,white
b8e72e1e-11c9-427f-a758-f4ac157f040a,turmoil:septem-tribus,Septem Tribus,turmoil,Septem Tribus.png,object-present,corporation-logo-8e25225f61c3ecc37c43fff6bf9fe94c72908444817e8f5fd76795989bba518a.png,black
9cd936ed-5788-4021-9152-af79508f1476,turmoil:terralabs-research,TerraLabs Research,turmoil,TerraLabs_Research.png,object-present,corporation-logo-7a10135f01761a35b600f37950996615f58bd74736b10111ac2288c435fcea11.png,black
380ccc27-3fcb-49fe-9486-a825dfadf463,turmoil:utopia-invest,Utopia Invest,turmoil,Utopia_Invevst.png,object-present,corporation-logo-9f5203c5e8a5a9c471ec1b98ea8a0edce5f68f15eabff5d9d481a2c6c450caae.png,black
b75b5a5d-7de3-4a27-b294-e38910d32a58,underworld:aeron-genomics,Aeron Genomics,underworld,Aeron_Genomics.png,object-present,corporation-logo-283aae419c707f4cb7802d50afff6beb93a9eb3467a8ace4dde5fa34016fc185.png,black
2097d899-8cf0-4ec5-9387-c085b836dc0b,underworld:anubis-securities,Anubis Securities,underworld,Anubis_securities.png,object-present,corporation-logo-deba3eabdc44c7cfd1220d58f925cba28feaef11ac7f2e92974ac9d961b2b355.png,white
842b957e-359b-45e1-ae84-bfb9766cbb7b,underworld:arborist-collective,Arborist Collective,underworld,Arborist_collective.png,object-present,corporation-logo-69174dd314119d2220f0fa591125b7bef83e48447c97d78e3063ee84b33056d1.png,black
dfeb2bfb-ce11-4138-8374-06e4aec1ec5b,underworld:demetron-labs,Demetron Labs,underworld,Demetron_labs.png,object-present,corporation-logo-b9fcbf8032cb5b02d32c8300e245c2f56e04d6d9eb10539bd6f198ca706609e1.png,white
80404a9e-0889-4099-adb6-61855ca480f7,underworld:hadesphere,Hadesphere,underworld,Hadesphere.png,object-present,corporation-logo-8c0ae0906d76d57fefc12ca15d897ef08c12c6d4f00538861e77ce262eba0485.png,white
cb1e8f06-9bfe-4963-8f48-628acdb9f152,underworld:hecate-speditions,Hecate Speditions,underworld,Hecate_speditions.png,object-present,corporation-logo-f4916ac82ecb0731253a153028f96d3be2d02bff60c9540b1bb43966ec296b65.png,white
47567447-df14-48fa-884c-57c2675c8f24,underworld:henkei-genetics,Henkei Genetics,underworld,Henkei_genetics.png,object-present,corporation-logo-17c34d50ffc3d168eb85fc088ff41dee0fb635ea382578b2dac1f94fc7999922.png,white
9698bf99-30e5-4c25-b07a-66d66a8870be,underworld:jenson-boyle-co,Jenson-Boyle & Co,underworld,Jenson_boyle_and_co.png,object-present,corporation-logo-44e6ecbfa105e7e43f93cf042d973bb1e5c296ae4744f39615117043b314d4e0.png,black
0fd6945c-0e91-4767-9d08-498fa3c67cec,underworld:keplertec,Keplertec,underworld,Keplertec.png,object-present,corporation-logo-5764a7628b63855af8f328e080ec82c9c59a4fcc9055005a00d58c3326bd4980.png,black
0c259c9e-923e-4ef7-b135-427fb52f5935,underworld:kingdom-of-tauraro,Kingdom of Tauraro,underworld,Kingdom_of_tauraro.png,object-present,corporation-logo-d19914c2e6d6e8eb265b2696202bb153a34e031e7dff640d8c655879f50daad6.png,black
2cd07bac-b27c-4abb-bdf6-542c192c41c4,underworld:voltagon,Voltagon,underworld,Voltagon.png,object-present,corporation-logo-c12b35fad3c3b06f2d39419fbe70d636b3d81ee4f0b8c8b9333f9c8b1b81ae6b.png,black
8c55dd2d-7ae6-4469-93ef-8a0caa4a9807,venus_next:aphrodite,Aphrodite,venus_next,Aphrodite.png,object-present,corporation-logo-0340f6bacc5e38c38686151e8053dfe96c64f5cff2edbd2db4eb2dd0a21c9858.png,white
30c5e7fb-a633-43ec-bdbe-0d39b6c97569,venus_next:celestic,Celestic,venus_next,Celestic.png,object-present,corporation-logo-68717f82299ed1328344ba10ace81ddb3cbbeb771ace95fa7be67f44f7bf0597.png,black
724afd5e-0ddb-40b5-8852-0df197400187,venus_next:manutech,Manutech,venus_next,Manutech.png,object-present,corporation-logo-cb03c5b5d763cde35a8e673d0c573b4150d3d66ba5aeb7266dc33fec846b954e.png,black
b05ced6b-5b62-4b7b-be01-db560a911aa2,venus_next:morning-star-inc,Morning Star Inc.,venus_next,Morning Star.png,object-present,corporation-logo-2f290201a0e3199e61d61fce6ccd4ec561c665e6a3d6622c13073c2413b24ba2.png,orange
1441f81e-3b9c-49cd-ac54-bd4394cf2c42,venus_next:viron,Viron,venus_next,Viron.png,object-present,corporation-logo-0d5f710e903b0474c763c6c49d6871060d740202a18bd6a242c01d51bfc48017.png,black
